m,y,Beef,"Bread, middling",Corn,Flour,Molasses,Pitch,Pork,Rice,"Salt, coarse","Salt, fine","Rum, West Indian","Staves, barrel","Staves, hogshead","Staves, pipe","Sugar, muscavado",Tar,Turpentine,Wheat,"Wine, Madeira"
4,1765,136.27,117.19,144.21,101.42,69.89,107.8,117.71,97.39,51.72,72.21,74.29,110.61,126.04,110.92,103.7,111.01,98.08,107.08,179.89
5,1765,161.04,138.16,125.57,98.53,67.75,107.8,109.3,94.03,49.91,67.24,66.56,102.1,96.95,117.25,93.83,111.01,104.21,111.06,170.42
6,1765,161.04,138.16,118.47,100.48,67.75,107.8,113.5,90.67,48.1,62.26,66.56,102.1,96.95,117.25,97.13,111.01,104.21,111.06,170.42
7,1765,148.66,123.36,125.57,105.32,67.75,134.74,130.32,90.67,51.36,57.29,75.33,136.14,135.73,152.11,90.86,120.27,122.6,105.21,170.42
8,1765,148.66,118.43,131.78,107.27,75.03,121.27,125.83,93.63,48.1,62.78,74.29,127.63,135.73,156.3,102.06,123.32,118.5,111.06,170.42
9,1765,161.04,148.03,133.11,113.12,71.6,134.74,134.52,96.58,66.19,64.49,73,123.37,135.73,145.77,108.64,101.76,104.21,111.06,172.31
10,1765,161.04,133.23,155.3,109.22,78.46,121.27,134.52,96.58,90.42,60.03,79.45,136.14,145.43,177.47,110.62,111.01,122.6,105.21,174.21
11,1765,154.85,128.3,138.44,105.32,97.76,121.27,128.22,97.25,85.36,64.49,99.83,130.47,140.58,165.8,118.52,120.27,122.6,116.9,176.1
12,1765,148.66,123.36,122.02,113.12,107.19,124.64,121.91,97.99,79.93,67.67,97.25,124.79,135.73,154.27,135.8,124.89,108.81,135.37,177.99
1,1766,142.46,118.43,133.11,109.22,85.75,128.01,115.61,98.66,74.87,70.84,93.82,119.12,130.88,142.61,127.66,111.01,95.02,119.94,179.89
2,1766,136.27,113.49,133.11,117.02,93.04,128.01,109.3,99.33,69.44,74.01,93.82,113.44,126.04,130.94,119.51,97.14,95.02,119.94,181.78
3,1766,130.07,108.56,144.21,109.22,82.32,114.53,102.99,100.07,64.38,77.19,77.39,107.77,121.19,119.41,113.58,113.33,99.61,134.44,176.1
4,1766,123.88,103.62,122.02,109.22,78.46,101.06,109.3,100.75,45.21,74.79,77.39,102.1,116.34,107.75,118.52,101.76,104.21,134.44,170.42
5,1766,136.27,108.56,155.3,111.17,93.04,107.8,121.91,117.54,48.1,72.38,73,102.1,116.34,114.08,98.77,111.01,128.73,146.13,189.36
6,1766,136.27,108.56,155.3,112.34,87.04,107.8,142.93,115.05,54.25,69.98,73,102.1,133.4,114.08,108.58,106.39,128.73,146.13,189.36
7,1766,148.66,133.23,177.49,123.89,78.46,101.06,151.34,114.18,60.4,67.58,70.94,110.61,121.19,98.24,88.89,101.76,156.32,134.44,170.42
8,1766,148.66,108.56,155.3,113.12,82.32,107.8,159.75,117.54,61.85,65.18,70.94,127.63,126.04,126.76,94.81,111.01,183.9,128.59,189.36
9,1766,142.46,125.83,147.76,117.02,76.75,121.27,147.14,119.22,63.29,62.78,74.29,123.37,128.56,120.42,112.59,115.64,153.25,122.75,189.36
10,1766,136.27,143.1,140.66,110.23,78.46,134.74,134.52,120.89,64.74,68.61,77.39,119.12,130.88,114.08,103.7,120.27,122.6,116.9,189.36
11,1766,136.27,143.1,140.66,128.72,73.75,134.74,134.52,120.89,66.19,68.61,77.39,119.12,130.88,114.08,116.15,120.27,122.6,157.82,189.36
12,1766,123.88,138.16,147.76,124.82,77.18,107.8,121.91,120.89,63.29,68.61,74.55,136.14,145.43,114.08,118.52,111.01,134.86,146.13,208.29
1,1767,123.88,138.16,140.66,129.74,82.32,107.8,121.91,120.89,60.4,68.61,73,136.14,145.43,114.08,98.77,111.01,134.86,151.04,208.29
2,1767,134.21,138.16,133.11,136.52,80.61,111.16,118.9,120.89,60.4,68.61,72.49,138.98,142.52,114.08,104.41,111.01,131.37,158.75,208.29
3,1767,137.83,138.16,133.11,129.58,75.46,107.8,124.01,120.89,66.19,68.61,69.91,136.14,142.91,114.08,101.23,111.01,134.86,144.49,195.68
4,1767,136.27,138.16,133.11,126.46,72.46,107.8,126.82,118.68,66.19,68.61,70.68,136.14,143.1,114.08,104.04,111.01,134.86,138.41,189.36
5,1767,138.03,138.16,133.11,130.05,67.75,111.64,127.31,114.72,51.36,51.46,71.46,136.14,140.58,114.08,100.74,113.7,134.86,143.79,189.36
6,1767,133.79,138.16,134.89,134.96,73.75,103.75,126.96,114.18,51.36,51.46,84.87,132.73,141.55,114.08,97.97,111.01,105.44,154.31,189.36
7,1767,142.04,134.66,138.88,143.23,72.46,101.8,126.59,115.59,51.36,51.46,78.42,136.14,140,119.66,97.01,111.01,107.64,154.31,189.36
8,1767,142.29,132,133.11,131.92,71.6,112.85,126.64,115.32,52.81,51.46,79.45,139.34,136.89,122.83,94.81,104.08,99.61,141.92,189.36
9,1767,144.94,129.28,117.14,134.18,72.46,122.62,122.97,116.13,56.42,51.46,80.23,136.14,131.85,145.77,96.2,102.69,106.97,134.44,189.36
10,1767,133.79,130.76,117.58,129.35,75.03,113.39,110.01,119.22,72.34,74.44,80.49,133.3,128.56,144.76,94.16,101.76,99.12,129.76,189.36
11,1767,136.89,132.64,128.23,137.23,75.46,104.43,108.69,118.21,60.4,57.29,83.32,133.3,126.04,142.61,95.19,105.28,105.01,151.74,189.36
12,1767,141.77,138.16,118.03,143,78.04,101.73,107.2,118.68,64.38,61.06,82.81,131.03,123.71,141.97,87.11,104.08,101.15,151.5,189.36
1,1768,148.66,136.54,120.69,132.62,79.75,96.54,109.3,116.39,66.19,62.78,83.84,136.14,126.04,135.25,91.2,101.76,100.1,142.15,189.36
2,1768,131.31,140.63,127.79,133.64,84.04,97.69,109.3,120.89,72.34,51.46,87.19,119.12,126.04,129.93,90.63,104.08,99.61,160.86,189.36
3,1768,127.42,133.23,106.05,135.43,74.18,93.18,115.61,118.41,55.7,52.83,87.19,113.45,106.06,132.21,86.68,107.59,99.61,162.03,184.62
4,1768,123.88,135.7,107.82,135.2,74.61,92.3,114.56,117.54,51.36,51.46,89.26,110.61,104.71,133.1,86.58,107.13,97.04,162.73,182.27
5,1768,123.88,133.23,109.15,137.54,80.18,94.32,116.87,120.89,54.25,51.46,81.78,102.1,96.95,129.3,91.65,107.31,99.31,166.7,189.36
6,1768,122.39,137.18,106.49,137.93,78.46,95.67,122.97,118.68,54.25,51.46,85.9,108.48,101.8,128.41,87.01,107.31,99.92,168.34,183.03
7,1768,122.02,136.93,114.92,139.25,78.46,98.57,126.82,119.22,54.25,51.46,83.07,106.36,100.25,123.97,89.15,102.97,99.61,172.31,184.62
8,1768,121.4,128.3,107.82,130.67,76.32,95.47,133.13,114.18,54.25,51.46,82.29,113.45,100.25,126.76,89.22,100.19,96.06,120.17,184.62
9,1768,123.39,103.62,112.7,129.11,74.18,97.02,134.52,120.89,59.32,51.46,83.32,105.51,94.62,121.69,94.32,96.21,94.4,121.11,189.36
10,1768,136.27,116.45,110.93,118.58,75.03,98.36,142.93,120.89,56.42,51.46,88.48,105.51,96.95,118.9,94.72,96.21,91.95,122.75,170.42
11,1768,144.52,129.28,119.8,126.15,76.75,106.11,137.89,120.89,60.4,51.46,90.8,107.77,96.95,118.27,100.74,103.61,104.21,133.74,170.42
12,1768,133.17,130.76,125.57,124.82,78.04,94.32,117.71,120.89,58.23,51.46,90.29,108.48,103.35,124.61,98.53,87.89,85.09,138.18,151.48
1,1769,142.46,123.36,124.68,122.25,77.18,85.36,115.61,120.89,48.1,51.46,98.29,110.61,99.47,122.58,100.5,92.51,90.42,141.22,151.48
2,1769,123.88,138.16,110.93,118.97,78.46,67.37,117.71,120.89,48.1,51.46,103.19,102.1,96.95,120.42,108.64,83.26,79.69,140.28,151.48
3,1769,133.17,128.3,113.59,115.69,77.18,94.32,119.81,120.89,46.66,51.46,99.58,107.77,98.5,116.24,104.04,92.51,90.42,132.57,189.36
4,1769,125.94,130.76,114.48,111.17,72.89,74.11,126.12,107.46,48.1,51.46,84.61,107.77,98.5,120.42,103.05,87.89,70.5,120.88,189.36
5,1769,137.83,98.69,125.57,112.18,71.6,80.85,126.12,120.89,48.1,51.46,78.42,102.1,92.1,114.08,106.27,87.89,85.82,122.75,189.36
6,1769,133.05,101.16,112.7,112.65,80.61,80.85,142.09,120.89,48.1,51.46,80.49,102.1,96.95,115.73,102.12,92.51,107.28,127.42,189.36
7,1769,132.97,118.43,128.23,119.6,77.18,76.33,145.74,120.89,54.25,85.76,80.23,102.1,96.95,118.27,105.18,89.46,93.97,128.59,189.36
8,1769,141.22,134.22,134.45,121.7,72.46,80.85,158.07,120.89,60.4,64.49,77.39,102.1,95.01,115.35,104.1,92.51,107.28,127.89,189.36
9,1769,161.04,143.1,133.11,120.92,71.6,80.85,159.75,120.89,57.15,71.36,77.39,102.1,96.95,114.08,100.74,92.51,85.82,122.75,189.36
10,1769,144.52,129.92,131.78,118.97,75.03,80.85,154.15,120.89,54.25,74.44,79.97,102.1,99.47,111.93,104.69,92.51,85.82,126.25,189.36
11,1769,135.38,126.17,129.12,115.38,78.46,84.22,130.92,117.54,56.42,73.41,79.71,104.94,98.5,111.93,105.68,113.33,88.89,119.01,184.62
12,1769,130.07,134.46,129.56,118.5,83.18,78.62,124.01,114.18,51.36,65.87,79.2,106.36,99.47,114.08,105.18,112.59,91.95,127.66,179.89
1,1770,123.88,138.16,133.11,113.12,85.75,74.11,126.12,120.89,54.25,68.61,87.19,102.1,96.95,114.08,108.64,111.01,91.95,128.59,170.42
2,1770,136.27,138.16,122.02,113.59,71.6,80.85,126.12,117.54,57.15,77.19,79.45,102.1,116.34,114.08,101.23,92.51,91.95,128.59,189.36
3,1770,128.02,139.4,129.56,115.69,78.46,77.48,128.02,117.54,55.34,71.36,78.94,102.1,126.04,110.92,103.7,101.76,91.95,133.5,189.36
4,1770,123.88,140.63,138.88,114.37,75.46,74.11,134.52,114.18,54.25,68.61,73,97.85,121.19,103.06,106.67,92.51,73.56,129.99,189.36
5,1770,123.88,139.79,153.97,115.07,82.32,67.37,134.52,110.82,54.25,62.78,76.36,102.1,111.49,105.59,106.17,92.51,73.56,132.57,189.36
6,1770,136.27,140.63,166.39,120.92,84.04,80.85,132.42,107.46,54.25,62.78,78.42,110.61,106.65,107.75,106.67,111.01,85.82,137.48,189.36
7,1770,123.88,143.1,166.39,124.82,78.46,80.85,134.52,100.75,63.29,65.87,75.33,119.12,101.8,95.07,104.69,111.01,85.82,140.28,189.36
8,1770,136.27,140.63,190.35,132.62,78.46,80.85,138.73,100.75,72.34,68.61,77.39,106.36,116.34,120.42,96.3,111.01,85.82,143.32,189.36
9,1770,123.88,144.73,199.67,128.72,78.46,74.11,131.72,102.42,66.19,60.03,77.39,130.47,119.64,126.76,97.13,101.76,79.69,142.15,189.36
10,1770,123.88,140.63,201.45,124.35,80.61,80.85,124.72,107.46,66.19,61.41,76.36,131.88,133.4,122.58,99.26,111.01,85.82,142.85,189.36
11,1770,123.88,143.1,179.26,133.01,80.61,80.85,122.62,105.25,54.25,55.23,75.07,144.65,140.58,126.76,99.26,111.01,85.82,149.17,189.36
12,1770,123.88,140.63,133.11,134.57,80.61,80.85,120.45,107.46,56.42,53.52,76.87,153.15,145.43,136.27,98.17,111.01,85.82,151.97,189.36
1,1771,128.02,141.47,133.11,127.4,81.04,80.85,121.91,107.46,60.4,51.46,76.62,116.28,135.73,126.76,101.08,111.01,85.82,148,189.36
2,1771,130.07,143.1,130.9,129.35,78.46,80.85,121.91,107.46,60.4,51.46,75.33,119.12,135.73,126.76,93.83,111.01,85.82,143.32,189.36
3,1771,130.07,143.1,147.76,132.62,78.46,80.85,130.32,107.46,60.4,54.2,81.78,102.1,135.73,114.08,104.69,111.01,85.82,157.82,189.36
4,1771,123.88,148.03,151.75,133.64,78.46,80.85,134.52,107.46,60.4,57.29,81.78,119.12,130.88,114.08,104.69,111.01,85.82,160.86,189.36
5,1771,125.94,138.16,146.87,137.15,76.32,80.85,134.52,100.75,60.4,57.29,76.62,112.02,119.64,124.61,93.83,122.12,85.82,163.66,189.36
6,1771,127.6,144.09,151.75,138.94,74.18,80.85,134.52,109.68,57.15,54.2,79.2,134.01,126.04,130.56,101.93,111.01,85.82,168.34,189.36
7,1771,128.02,143.1,163.73,135.9,71.6,87.58,134.52,117.54,60.4,57.29,78.42,136.14,122.74,126.76,102.38,120.27,91.95,163.66,189.36
8,1771,123.88,140.14,167.72,132.62,72.46,94.32,137.89,114.18,58.95,56.6,84.61,141.24,127.97,135.63,95.51,129.52,98.08,149.17,189.36
9,1771,125.94,141.47,177.49,137.85,73.75,80.85,149.94,117.54,60.4,58.66,91.84,137.55,129.33,139.44,97.44,111.01,85.82,155.95,189.36
10,1771,123.88,143.1,162.84,138.47,75.03,80.85,151.34,117.54,60.4,51.46,94.67,136.14,126.04,126.76,108.64,111.01,85.82,163.66,189.36
11,1771,123.88,144.09,167.28,145.81,76.32,76.33,134.52,120.89,61.85,44.25,99.32,140.39,145.43,136.27,100.35,117.21,89.93,165.07,189.36
12,1771,139.37,143.1,161.07,148.23,76.75,80.85,134.52,130.97,54.25,45.63,116.09,140.39,140.58,133.1,101.23,111.01,85.82,163.66,189.36
1,1772,130.07,148.03,155.3,148.23,78.46,107.8,134.52,134.33,54.25,45.63,109.64,136.14,135.73,126.76,104.69,138.77,91.95,175.35,189.36
2,1772,123.88,138.16,155.3,148.23,75.03,107.8,134.52,134.33,63.29,60.03,107.57,136.14,155.12,126.76,88.89,138.77,91.95,181.2,189.36
3,1772,133.17,140.63,157.96,149.71,73.32,94.32,141.89,141.04,60.4,57.29,97.77,131.88,143.1,129.93,96.55,129.52,98.08,179.79,189.36
4,1772,136.27,143.1,165.06,149.01,69.03,94.32,151.34,154.48,54.25,51.46,81.26,119.12,132.43,123.59,98.43,129.52,98.08,177.69,189.36
5,1772,140.41,145.57,175.71,155.56,72.46,94.32,157.86,167.91,54.25,51.46,78.42,119.12,126.04,129.93,99.26,129.52,98.08,184.24,189.36
6,1772,148.66,157.9,176.6,161.1,75.03,94.32,166.05,161.19,52.08,51.46,82.03,125.93,127.97,126.76,96.79,129.52,98.08,187.51,189.36
7,1772,173.43,159.14,169.94,167.34,72.03,98.84,169.84,176.84,49.19,51.46,80.49,118.27,126.81,130.94,96.63,129.52,109.3,187.98,192.5
8,1772,148.66,164.47,167.72,165.78,71.6,94.32,168.15,181.34,54.25,51.46,82.29,123.37,129.33,126.76,95.8,129.52,110.34,185.17,227.23
9,1772,148.66,161.6,161.07,165.31,71.6,94.32,171.52,161.19,58.23,53.52,85.65,116.28,129.91,133.1,99.59,129.52,108.32,187.04,227.23
10,1772,136.27,161.21,169.94,163.83,77.18,97.69,169.55,161.19,90.42,85.76,93.13,121.96,126.04,130.94,97.44,134.14,107.28,183.07,217.76
11,1772,132.13,166.54,158.85,163.83,79.75,94.32,167.11,161.19,108.51,102.92,97.51,119.12,118.86,126.76,95.07,129.52,107.28,176.05,227.23
12,1772,144.52,162.84,150.86,158.76,83.61,103.28,153.44,149.98,102.36,97.08,93.38,99.98,113.04,116.24,96.63,141.82,109.3,167.64,227.23
1,1773,136.27,167.77,166.39,156.03,78.46,94.32,142.93,127.61,90.42,94.34,85.9,85.09,106.65,101.41,93.83,138.77,107.28,175.35,227.23
2,1773,136.27,157.9,173.94,156.03,82.32,107.8,151.34,120.89,51.36,94.34,90.29,102.1,116.34,114.08,94.81,138.77,110.34,175.35,208.29
3,1773,136.27,151.34,153.97,156.03,76.32,98.84,151.34,120.89,52.81,79.93,88.23,100.4,114.4,119.16,91.85,132.57,106.23,185.87,217.76
4,1773,136.27,148.03,137.99,150.18,71.6,94.32,151.34,117.54,54.25,95.71,83.84,102.1,111.49,122.58,98.77,129.52,107.28,187.04,208.29
5,1773,136.27,151.34,134.89,143.55,73.32,112.31,152.18,120.89,66.19,54.2,85.9,102.1,110.52,120.42,96.3,126.46,122.6,178.39,208.29
6,1773,136.27,148.03,133.11,137.85,73.75,94.32,148.53,122.57,60.4,55.92,85.13,102.1,103.35,118.27,101.23,120.27,116.47,163.66,208.29
7,1773,136.27,152.97,135.78,143.7,73.75,94.32,144.06,127.81,64.38,51.46,82.29,110.61,116.34,143.62,98.77,121.47,104.21,167.64,208.29
8,1773,136.27,151.98,135.78,151.5,70.75,94.32,144.61,120.89,66.19,62.78,82.29,117.71,106.65,139.44,99.16,123.97,105.44,170.44,208.29
9,1773,136.27,148.03,133.11,144.33,73.32,94.32,142.93,122.57,60.4,74.44,80.74,119.12,116.34,139.44,98.77,120.27,110.34,175.35,208.29
10,1773,136.27,157.9,130.45,143.7,76.32,94.32,124.72,124.25,57.15,85.76,81,121.96,129.33,130.94,98.77,129.52,122.6,171.38,236.69
11,1773,123.88,148.03,118.47,144.33,72.46,101.06,124.72,124.25,57.15,79.93,79.45,116.28,132.43,126.76,104.69,120.27,122.6,165.07,236.69
12,1773,136.27,148.03,120.25,144.33,75.03,107.8,115.61,127.61,54.25,85.76,79.45,116.99,126.04,126.76,108.64,129.52,110.34,166.7,202.61
1,1774,136.27,148.03,122.02,148.23,76.75,107.8,113.5,127.61,58.95,85.76,81.78,110.61,126.04,114.08,110.62,124.89,110.34,169.51,212.08
2,1774,148.66,157.9,122.02,146.28,76.75,94.32,117.71,117.54,60.4,74.44,81.78,119.12,116.34,114.08,108.64,129.52,122.6,175.35,202.61
3,1774,148.66,157.9,122.02,146.28,71.6,94.32,117.71,117.54,49.91,71.36,79.45,119.12,116.34,114.08,108.64,129.52,122.6,175.35,202.61
4,1774,123.88,148.03,122.02,147.29,73.75,107.8,114.9,117.54,39.06,68.61,77.39,106.36,116.34,120.42,108.64,129.52,122.6,177.22,202.61
5,1774,123.88,157.9,118.47,144.33,78.46,107.8,142.93,114.18,39.06,68.61,79.45,110.61,116.34,126.76,108.64,120.27,110.34,181.2,236.69
6,1774,123.88,157.9,112.7,144.33,82.32,107.8,111.82,115.86,51.36,79.93,82.81,127.63,116.34,139.44,113.72,122.58,110.34,157.82,212.08
7,1774,123.88,155.93,114.48,136.52,78.46,105.1,110.7,110.82,51.36,68.61,79.45,127.63,135.73,152.11,110.62,129.52,112.79,151.97,181.78
8,1774,123.88,153.96,136.66,136.52,71.6,102.41,113.5,110.82,51.36,68.61,73,127.63,135.73,152.11,110.12,124.89,115.25,151.97,190.3
9,1774,136.27,151.98,120.25,139.49,75.03,99.71,121.91,109.14,36.17,60.03,69.91,136.14,155.12,152.11,110.62,138.77,117.7,157.82,198.82
10,1774,136.27,150.01,142.43,133.64,78.46,97.02,120.23,107.46,48.1,51.46,73,127.63,150.27,145.77,110.62,134.14,120.15,134.44,213.03
11,1774,140.41,148.03,137.55,134.57,79.32,94.32,115.19,107.46,54.25,60.03,77.39,141.24,162.88,136.9,108.64,129.52,122.6,151.97,227.23
12,1774,148.66,152.97,136.66,138.47,78.46,104.43,102.29,107.46,60.4,85.76,81,127.63,145.43,130.94,107.42,120.27,122.6,159.69,227.23
1,1775,130.07,148.03,133.11,136.52,78.46,101.06,100.89,107.46,60.4,77.19,81.78,119.12,135.73,114.08,106.67,111.01,122.6,157.82,189.36
2,1775,136.27,148.03,144.21,130.67,75.03,94.32,100.89,107.46,60.4,85.76,79.45,136.14,164.82,139.44,114.57,111.01,98.08,163.66,227.23
3,1775,133.79,152.97,129.56,118.5,77.18,94.32,102.99,104.1,48.1,85.76,80.74,119.12,135.73,129.93,99.75,111.01,98.08,149.17,227.23
4,1775,148.66,157.9,144.21,117.02,78.46,94.32,100.89,97.39,48.1,85.76,79.45,136.14,135.73,126.76,100.01,124.89,168.58,140.28,227.23
5,1775,136.27,157.9,122.02,105.32,71.6,111.16,100.89,95.71,54.25,102.92,73,119.12,135.73,126.76,101.37,108.7,153.25,134.44,250.9
6,1775,154.85,144.33,116.7,109.22,72.03,92.64,104.05,100.75,63.29,107.38,77.13,127.63,123.71,125.24,101.23,99.45,153.25,133.03,246.16
7,1775,142.46,143.1,137.55,126.77,66.89,121.27,110.01,114.72,80.29,148.54,76.62,119.12,116.34,114.08,100.4,108.7,171.64,137.48,246.16
8,1775,142.46,145.57,144.21,118.97,67.75,121.27,132.42,119.22,99.46,167.41,76.36,119.12,116.34,107.75,97.54,115.64,162.45,129.99,250.9
9,1775,142.46,135.7,129.56,118.97,75.03,121.27,142.93,134.33,106.34,171.53,75.33,119.12,116.34,101.41,99.02,101.76,153.25,114.1,255.63
10,1775,142.46,,114.48,119.21,82.32,,119.81,137.69,103.08,167.41,81.78,,,,112.59,,,112.69,260.36
11,1775,142.46,,118.47,119.44,76.75,,96.69,141.04,99.46,162.95,79.45,,,,111.11,,,111.06,265.1
12,1775,142.46,,110.93,117.02,76.75,,96.69,141.04,99.46,162.95,83.84,,,,111.11,,,111.06,265.1
