,,Beef,"Bread, middling",Corn,Flour,Gunpowder,Molasses,Pitch,Pork,Rice,"Salt, coarse","Salt, fine","Rum, West Indian","Staves, barrel","Staves, hogshead","Staves, pipe","Sugar, muscavado",Tar,Turpentine,Wheat,"Wine, Madeira"
m,y,Shillings per barrel,Shillings per hundredweight,Shillings per bushel,Shillings per hundredweight,Pounds per barrel,Shillings per gallon,Shillings per barrel,Shillings per barrel,Shillings per hundredweight,Shillings per bushel,Shillings per bushel,Shillings per gallon,Shillings per thousand,Pounds per thousand,Pounds per thousand,Shillings per hundredweight,Shillings per barrel,Shillings per hundredweight,Shillings per bushel,Pounds per pipe
2,1754,45,21,2.5,13.75,7.5,2,16,60,16,1.33,1.67,3.33,60,5,7.5,50,10,20,3.67,30
3,1754,45,21,2.5,13.75,8,2,16,60,16,1.33,1.67,3.33,60,5,7.5,50,10,20,3.67,30
4,1754,45,21.5,2.63,13.5,8,2,18,60,15,1.67,2,3.29,60,5,7.5,53.75,10.5,20,4.71,30
5,1754,46.88,21.5,2.38,14,7.88,2.04,15,57.5,14.67,1.58,1.67,3.25,53.75,4.35,7.6,53.13,11,20,4.54,31
6,1754,40,21,2.5,13.88,8,2.17,13,58,14,1.58,1.67,3.21,55,4.19,7.88,50.5,11,19,5,28.5
7,1754,48.5,23,2.25,15.13,8,2.08,16,64.75,21,1.33,1.5,3.21,55,4.25,8,53.13,11,18,5,31.5
8,1754,40,21.5,2.04,14.63,8,2.02,15.5,61.5,21,1.46,1.58,3.17,56.5,4.63,8,51.88,11,16.75,4.88,27.5
9,1754,40,22,2,15,8,2,16,62.5,18,1.5,1.67,3.17,57,5.5,8,50,11,15,4.5,27
10,1754,52.5,22.5,2.04,13.88,7.75,1.88,14,66.75,18,1.5,1.5,3.17,52.5,5.57,8,53.63,10.5,17,4.33,30.5
11,1754,50,22,2.17,14,8,1.92,15,65,18,1.5,1.5,3.17,55,5.63,7.5,47.5,11,15,4.42,25
12,1754,46.67,21.67,2.11,14.33,8,1.92,16,58.33,18,1.36,1.44,3.42,56.5,5.42,7.42,46.67,11,16,4.44,29
1,1755,45,21,2.17,14,8,1.92,16,60,18,1.25,1.33,3.5,52,5.5,7.5,50,11,16,4.33,30
2,1755,47.5,21,2,14.13,10,1.88,16,60,17.5,1.25,1.33,3.38,52,5,7.5,48.25,11,16,4.67,30
3,1755,50,21,1.83,14.13,12,1.83,16,60,17,1.25,1.33,3.25,52,4.5,7.5,47.5,11,16,4.5,30
4,1755,50,19.5,1.88,12.5,11.5,1.83,13,62.5,17,1.25,1.33,3.21,53.5,4.44,7.25,51.25,9.5,14.25,4.5,31
5,1755,45,20,2,12.75,8,1.92,15,75,17,1.33,1.33,2.75,55,4.63,7,50,11,16,4.42,25
6,1755,50,20.5,2.17,13.5,8,1.96,15,73.75,16,1.33,1.33,2.6,52.25,4.63,7,51.25,10.5,16,4.62,30
7,1755,45,21,2.13,14,9,1.92,15,72.5,16,1.5,1.5,2.5,60,4.48,7,47.5,12,15,4.75,30
8,1755,53.33,22.25,2.17,14.46,10.17,1.95,13.67,75,16,1.58,1.67,2.5,52.5,4.62,6.8,48.67,11.83,14,4.47,26.17
9,1755,53.33,22.33,2.31,13.75,10,1.89,14.33,65,16,1.56,1.56,2.5,51.67,4.6,7.08,45,13.17,14.67,4.25,30
10,1755,50,22.5,2.5,14.88,9.5,1.83,15,67.5,15.5,1.83,1.83,2.5,48.75,4.58,7.5,45,12.5,13.25,4.5,32.5
11,1755,42.5,23,2.5,14,10,1.92,15,60,16,2,2,2.67,45,4,7.5,47.5,12.5,14,4.5,30
12,1755,42.5,23,2.25,13,10,1.83,15,60,16,1.71,1.88,2.67,43.75,3.88,6.38,48.75,12.5,15,4.33,30
1,1756,40,22,2.5,13.5,10,1.83,15,62.5,16,1.67,2,2.67,42.5,3.88,6.5,47.5,12.5,15,4.5,30
2,1756,47.5,22,2.5,13.5,10,1.88,15,61.25,15.5,1.92,2,2.67,36,3.75,6,48.75,11.75,12.5,4.5,30
3,1756,50,21.5,2.58,15.88,10,1.92,14.5,62.5,15,1.83,1.92,2.67,39,3.75,6.13,48.75,12.25,12.75,4.63,30
4,1756,50,21,2.92,13.5,10,1.92,14,62.5,15,1.83,1.83,2.67,42,3.75,6.25,50,12.5,13,4.92,30
5,1756,55,21,2.75,12.5,10,1.92,14,62.5,14.8,1.83,1.83,2.67,42,3.68,6.1,50,12,13,4.83,31
6,1756,55,21,2.75,12,10.25,1.96,13.13,62.5,14.6,2.38,2.54,2.54,42,3.6,5.95,50,11.5,12.63,4.67,32
7,1756,45,21,2.63,12.5,10.25,1.96,12.25,62.5,14.4,2.38,3.25,2.54,42,3.53,5.8,50,11,12.25,4.5,33
8,1756,45,21,2.5,12.5,10.63,2.04,12.25,62.5,14.2,2.44,3.25,2.73,42,3.45,5.65,50,10.5,12.25,4.67,34
9,1756,50,21,2.5,13.25,11,1.75,12,62.5,14,2.5,2.5,2.92,42,3.38,5.5,50,10,14,4.83,35
10,1756,50,21,2.33,13,12,2.08,15,58.5,13.5,2.33,2.5,2.83,42,3.25,5.5,46,11,15,3.42,35
11,1756,49.06,21,2,11.5,12,2.58,15,58.69,13.69,2.38,2.48,2.83,43.35,3.27,5.44,45,10.75,14.88,3.33,36
12,1756,48.13,21,2,9.5,12,2.58,15,58.88,13.88,2.44,2.46,3,44.7,3.28,5.38,50,10.5,14.75,3.33,37.33
1,1757,47.19,21,1.96,11,12,2.42,15,59.06,14.06,2.49,2.44,3,46.05,3.3,5.31,50,10.25,14.63,4,38.67
2,1757,46.25,21,1.92,12,12,2.25,15,59.25,14.25,2.54,2.42,3,47.4,3.32,5.25,46,10,14.5,4,40
3,1757,45.31,21,1.92,13,12,2.25,15,59.44,14.44,2.59,2.41,3.42,48.75,3.33,5.19,46,9.75,14.38,4.75,38
4,1757,44.38,21,1.5,10.5,12,2.38,15,59.63,14.63,2.65,2.39,3.42,47.5,3.35,5.13,46,9.5,14.25,3.75,39.57
5,1757,43.44,21,1.5,10.75,11,2.29,15,59.81,14.81,2.7,2.37,3.38,46.25,3.36,5.06,47.5,9.25,14.13,4,39
6,1757,42.5,21,1.58,10.5,10,2.67,15,60,15,2.75,2.35,3.33,45,3.38,5,47.5,9,14,3.58,35
7,1757,48.75,21,1.88,11.25,11,2.67,15,63,15,2.67,2.33,3.25,45,3.38,5.75,46.25,10,15,3.75,38.75
8,1757,49.38,21.25,1.65,11.69,10.75,2.52,15,62.38,14.33,2.67,2.44,3.19,45,3.53,5.88,47.75,10,14.25,3.67,40
9,1757,47.5,22,1.63,11.75,10.5,2.5,15,63.5,15,2.75,2.75,3,45,4,6.25,49.75,9,15,3.63,42.5
10,1757,45,24,1.69,12.17,10.67,2.5,15.67,62.42,15,3.5,3,2.86,60.83,5.17,7,52.83,10,15.33,3.58,40
11,1757,45,20,1.83,10.5,11,2.5,16,62.5,15,3.5,3,3,70,5.5,7,47.5,10,17,3.25,40
12,1757,44,20.6,1.58,10.65,10.8,2.5,15.6,60,16,3,2.73,3.17,63,5.37,7,48.75,9.2,15,3.48,42
1,1758,45,23,1.5,10.75,10.5,2.42,15,58.5,14,2.5,2.5,3.25,60,5.5,6.75,47.5,9,15,3.54,40
2,1758,45.83,22,1.56,11.5,11,2.5,15,61.25,12,2.46,2.47,3.25,60,5.5,6.79,48.75,9.17,16,3.63,44
3,1758,46.67,22,1.62,11,12,2.54,15,64,12,2.42,2.44,3.33,60,5.5,6.83,50,9.33,16,3.72,42.8
4,1758,47.5,22,1.67,10.47,12,2.44,15,58.25,13.5,2.38,2.42,3.17,60,5.5,6.88,49.38,9.5,16,3.82,40
5,1758,48.33,22,1.67,12,12,2.33,15,52.5,14,2.33,2.39,3,60,5.5,6.92,48.75,9.67,16,3.91,40
6,1758,49.17,22.5,2.08,13.86,12,2.5,15,53.75,14.5,2.29,2.36,3.21,60,5.5,6.96,49.38,9.83,16,4,40
7,1758,50,22.5,2.25,13.5,11,2.58,15,55,15,2.25,2.33,3.5,60,5.5,7,50,10,16,4.25,45
8,1758,50.63,22.13,2.25,13.31,10.5,2.48,15.33,65.63,15.5,2.31,2.3,3.58,58.75,5.5,7,48.13,10,16.38,3.96,44.38
9,1758,50,21,2.25,12.88,11,2.5,15,67.5,16,2.34,2.33,4.17,65,5.75,7,45,10,16,3.58,40
10,1758,50,21,2.08,12.5,11,2.5,15.17,67.5,16.5,2.36,2.36,4.33,63.33,6,7,41.5,10,16.33,4,40
11,1758,47.5,21,2.13,12.5,11,2.5,15.33,55,17,2.39,2.39,4.33,61.67,6,7.13,41.5,10,16.67,4.1,40
12,1758,45,21,2.18,13,11,2.88,15.5,55,17.5,2.42,2.41,5.5,60,5.5,7.25,52.5,10,17,4.2,45
1,1759,46.25,21,2.23,13,11,2.88,15.67,70,18,2.45,2.44,5.5,58.33,5.5,7.25,52.5,10,17.33,4.3,45
2,1759,45.63,22,2.28,13.25,12,2.86,15.83,67.5,18.5,2.47,2.47,5.13,56.67,5.13,7.5,48.75,10,17.67,4.4,45
3,1759,45,22,2.33,13.5,12,2.83,16,65,19,2.5,2.5,4.75,55,4.75,7.75,45,10,18,4.5,45
4,1759,46.25,21,2.58,13.44,12,2.83,18.38,67,19.33,2.06,2.08,4.4,50.75,4.35,7.63,43.75,10.5,17.75,4.54,45.13
5,1759,48.25,21.25,3.13,13.75,12,2.87,15.88,66.5,20,2.15,2.38,4.19,55,4.81,8,45,10.5,17.25,4.83,44.38
6,1759,47.5,22.5,3.25,14.25,12,3.04,16,66,20,1.94,2.25,4.46,60,4.63,9,46.25,10,16,5.29,42.5
7,1759,50,22.25,3.25,14.85,12,3.02,16,69.63,20.5,1.71,2.15,4.63,58.75,5.31,9.5,45.88,10,16.63,5.3,44.38
8,1759,52.5,22,3.25,14.75,12,3,16,72.5,21,1.71,2,5,58.75,4.5,9.25,45,10.5,16,5.04,42.5
9,1759,52.5,22,3.38,15.38,12,2.92,16,77.5,19.5,1.96,2.17,5.46,65,5.25,9.75,40,10.5,16,5.04,47.5
10,1759,50,22,3.5,16,12,2.83,16,80,18,2.25,2.33,5.67,70,6,10,35,11,16,5.33,50
11,1759,50,23.67,3.58,16.42,12.17,2.69,15.33,65,19,2.22,3,5.47,70,4.33,10.08,45,13,16.33,5.42,46.67
12,1759,50,24,3.15,16.5,11,2.61,15.75,63.63,19.5,2.13,3,5.27,70,4.5,10,50,12.13,16,5.5,45
1,1760,49.6,23.6,2.97,16.5,11,2.5,16,63.13,19.5,2,2.69,5.13,65,4.45,10,47.92,11.38,15.25,5.5,44.58
2,1760,50,24,3.17,15.5,11,2.46,16,65,18,2,3,5.17,65,4.5,10,46.25,11,15,5.5,47.5
3,1760,50,23.5,2.54,15.25,11,2.56,15,65,20,2.25,3,5,65,4.5,10,48.75,11,15.5,5.02,51.25
4,1760,51.67,24,2.67,15.5,11,2.67,13,63.75,20,1.86,2.75,4.91,55.88,4.5,10.67,48.13,10.67,14,5.33,52.5
5,1760,56.67,24,2.89,14.08,11,3.33,13.67,69.33,20,1.86,2.75,4.69,63.33,5.08,11.08,50,10,14.33,4.83,48.33
6,1760,57.5,24,2.83,13.13,11,3.02,14.25,71,20,2.11,2.81,4.94,65,5.28,11.17,47.95,10,14.67,4.42,49
7,1760,53.33,24,2.9,14.88,11,2.47,14.5,73.33,20.5,2.29,2.81,4.57,65,5.25,11,48,10.5,14.2,5.06,50.5
8,1760,60,24,3,14.5,11,2.5,14,72.5,18,2.17,3,4.58,65,5.25,11,50,10,12.5,5,50
9,1760,60,24,3.38,14.75,11,2.42,12.5,75,18,2.29,3,4.29,65,5.75,12.5,50,10,12.5,5.13,57.5
10,1760,52.5,24.75,3.02,14.9,11,2.75,14.2,73.17,18,2.63,3.13,4.52,80,6.5,13.75,44.64,11,14,5.1,52.5
11,1760,52.5,27.5,3.17,15,10,2.83,14.5,68.75,18,2.17,3.5,4.5,85,6.5,13.75,44.25,12,14.5,5.13,50
12,1760,50.83,25,3,15.58,9,2.83,15,71.67,18,2,3.25,4.47,86.67,6.67,14.33,48.33,12.33,15,5.25,50
1,1761,52.5,25,2.38,14.83,10.67,2.78,14.33,71.42,18,1.83,3,4.39,81.67,7.42,14.67,47.83,12.83,14.17,5.29,53.33
2,1761,53.17,25,2.75,14.94,10.67,2.72,14,70.63,18,1.92,3.17,4.39,80,7.43,15,49.25,12,13.17,5.33,50
3,1761,55,25,2.5,15,11,2.5,15,72.5,18,1.83,3,4.5,100,10.2,15,50,13,15,5.33,50
4,1761,60,25,2.28,14.35,9,2.44,14,77.25,18,1.72,3,4.27,62.5,6.6,12.67,47.5,12,14,4.92,50
5,1761,60,25,2.25,14.25,8.5,2.33,14,72.5,15.5,1.75,3,3.83,65,7.5,12.5,45,12,14,4.67,46
6,1761,60,24,2.21,13.13,8.5,2.38,14,76.25,18,1.75,3,3.96,92.5,9.4,12.5,51.25,12,14,4.75,50
7,1761,60,25,2.25,13.75,9,2.42,12,65,15.5,1.92,3,3.67,80,7.5,12.5,50,10,14,5,50
8,1761,50,25,2.25,15,9,2.25,14,77.5,14,2.08,3,3.25,85,8.5,14,45,8.5,14,4.63,40
9,1761,52,25,2.39,15.42,10,2.3,14.67,80,16,2.08,2.67,3.44,85,8.5,13.33,51.67,10,14,4.75,46.67
10,1761,50,24.5,2.63,16.13,11,2.21,14.5,75,16,2.17,2.5,3.5,100,8.75,13.25,52.5,10,14.5,5.13,50
11,1761,53.75,26.88,2.69,15.94,11,2.25,14.25,75,16,2.19,2.33,3.52,110,11,12.58,50.63,13.38,14.25,5,50
12,1761,52.5,26.75,2.44,15.13,11,2.48,14,74,16,2.5,2.63,4.46,101.25,9.5,11.63,49,9.25,14.25,5.5,50
1,1762,51.25,27,2.58,15,10.5,2.58,14,73.75,16,2.42,2.66,4.75,100,10,12,45,10,14,5.19,50
2,1762,52.5,25.5,2.54,16.38,11,2.42,14,75,15,2.25,2.69,4.42,80,10.25,12.25,50,10,14,5.63,50.5
3,1762,53.75,27.25,2.75,15.47,11,2.33,14,75,13,2.54,2.72,4.21,80,12.13,13.38,50.63,10,14,5.29,50
4,1762,55,27,3.75,14.25,11,2.33,13,87,14,2.75,2.74,3.58,70,8,11,55,9,14,5.5,50
5,1762,55,27.33,3.5,14.75,15.5,2.29,14,95,14,2.5,2.77,3.67,104,9,13,51.25,10,14,5.25,50
6,1762,55,27.25,3.63,14.63,20,2.29,13,92.5,12.83,3.63,2.8,4,90,8.4,12.5,54.17,9,13,5.17,55
7,1762,62.5,30,3.4,17.19,20,2.13,13.1,95,12.9,3.42,2.83,3.71,95,8.95,12.38,53,9.5,13.13,5.5,53
8,1762,67.5,29.33,4.04,18.13,22,2.11,14.33,95.83,12.67,3.04,3,3.67,105,8.67,12.75,56.25,10.5,13.5,5.63,50
9,1762,65,32.4,3.75,18.25,23,2.17,13.33,95,12.9,3,3,3.72,100,8.7,13,53.96,10,12.8,5.81,51
10,1762,65,31,3.75,18.13,23.79,2.17,13,78.75,14,3,2.95,3.75,97.5,7.5,15,50,10.5,12.25,5.67,50
11,1762,59,32,4.1,20.44,24.58,2.25,12.88,81,13,3.06,2.91,3.87,88.75,8.13,15.13,54,11,12,6.58,50
12,1762,55,30.5,4,19.25,22,2.42,13,83.75,16.5,2.75,2.86,3.96,80,7,15,52.5,11,12.5,6.75,50
1,1763,60.5,32,4,19,18,2.5,14,85,16.5,2.75,2.81,4.28,85,6.5,15,53.33,11.33,12.5,7,53.33
2,1763,60,32,3.5,19,17.5,2.42,13.75,80,14,3,2.76,4.25,70,8,15,55,12,12.75,7,50
3,1763,57.5,32,3.5,19.5,17,2,13.5,81.25,14,2.33,2.72,4.17,60,7.25,13,52.5,12,12.75,7,55
4,1763,60,31,4,19.25,14.12,2.42,13.5,85,14,1.67,2.67,4,60,6.25,11.5,57.5,11,13,6.88,50
5,1763,60,30,3.83,18.5,12,2.08,14,87,14,1.5,2.67,3.33,65,5.5,13,55,12.5,15,6.75,55
6,1763,56.67,30,3.58,17,10,2.11,14,81.67,14,1.5,2.67,3.42,56.67,7.5,13.67,52.33,10.83,13,6.25,48.33
7,1763,57.5,30,3.5,17.5,10,1.92,14.25,83.42,15.5,1.92,2.66,3.25,62.5,7,13,43.5,13.53,13,5.56,46.25
8,1763,60,30,4,14.75,10,1.58,14.5,90,17,2.13,2.66,3,65,6.5,12.5,45,12,14,4.63,47.5
9,1763,60,30,4.04,15.58,10.5,1.81,16,90,17,2.33,2.65,3.22,76.25,6.92,12,50.83,12.25,13.5,5.42,51.67
10,1763,65,30,4.08,16.25,,1.75,18,90,17,2.33,2.65,3.33,65,7.25,12,42.5,13.5,14,5.5,45
11,1763,65,28.4,3.5,13.5,,1.67,17.2,90,17,2.5,2.64,3.83,64,6.8,11.6,42.5,13.4,14.4,5.5,45
12,1763,61.25,26.8,3.5,13.5,,1.58,16.4,100,16,2.5,2.64,4.5,63,6.35,11.2,47.5,13.3,14.8,5.25,45
1,1764,57.5,25.2,3.25,13.75,,1.58,15.6,100,15,2.33,2.63,5,62,5.9,10.8,45.5,13.2,15.2,5,45
2,1764,57.5,23.6,3,14,,1.58,14.8,100,15,2.33,2.63,5,61,5.45,10.4,45.5,13.1,15.6,5,45
3,1764,50,22,3,13,,1.75,14,100,14,2.22,2.62,3,60,5,10,45,13,16,5.33,45
4,1764,55,21,2.5,12.75,,1.58,15,105,13,2.11,2.61,3,63.75,5.5,9.5,47.5,14,17,4.79,42.5
5,1764,60,20,2.5,11,,1.58,16,100,14,2,2.61,3,67.5,6,9,50,15,18,4.25,40
6,1764,60,19,2.5,11.5,,1.58,16,100,15,1.89,2.6,2.75,70,5,9,50.5,10,17,4.83,45
7,1764,60,19,2.33,12.5,,1.54,16,100,14.5,1.78,2.6,2.58,70,5,9,52,10,17,5,45
8,1764,60,30,2.5,12.5,,1.67,15,105,15,1.67,2.59,2.75,75,5,7.5,50,11,17,4.25,60
9,1764,60,26.33,2.58,12.88,,1.67,15,104.17,15,1.71,2.59,2.83,69.5,5,8,52.5,11.5,17.25,4.19,59.17
10,1764,60,26,3,12.5,,1.58,15.17,105,14.75,1.75,2.58,2.83,60,5.5,9,45,12,17.5,4,60
11,1764,70,27,3,13.25,,1.75,15.33,87.5,14.5,1.67,2.83,3,60,5.75,9,50,12.5,17,4.25,60
12,1764,70,27,2.75,14.13,,1.75,15.5,72.5,14.5,1.62,2.69,3.33,60,5.75,9,51.25,13,16.5,4.25,60
1,1765,57.5,23.25,3.5,13.5,,1.63,15.67,77.5,14.75,1.58,2.54,3.08,65,6.88,10,50.63,13,16,4.25,55
2,1765,45,19.5,3,13.25,,1.5,15.83,76.25,15,1.53,2.4,2.83,70,8,11,50,12,15.5,4.25,50
3,1765,45,19.5,2.67,13,,1.58,16,75,15,1.48,2.25,2.92,70,8,11,48,12,15,4.5,50
4,1765,55,23.75,3.25,13,,1.63,16,70,14.5,1.43,2.11,2.88,65,6.5,8.75,52.5,12,16,4.58,47.5
5,1765,65,28,2.83,12.63,,1.58,16,65,14,1.38,1.96,2.58,60,5,9.25,47.5,12,17,4.75,45
6,1765,65,28,2.67,12.88,,1.58,16,67.5,13.5,1.33,1.82,2.58,60,5,9.25,49.17,12,17,4.75,45
7,1765,60,25,2.83,13.5,,1.58,20,77.5,13.5,1.42,1.67,2.92,80,7,12,46,13,20,4.5,45
8,1765,60,24,2.97,13.75,,1.75,18,74.83,13.94,1.33,1.83,2.88,75,7,12.33,51.67,13.33,19.33,4.75,45
9,1765,65,30,3,14.5,,1.67,20,80,14.38,1.83,1.88,2.83,72.5,7,11.5,55,11,17,4.75,45.5
10,1765,65,27,3.5,14,,1.83,18,80,14.38,2.5,1.75,3.08,80,7.5,14,56,12,20,4.5,46
11,1765,62.5,26,3.12,13.5,,2.28,18,76.25,14.48,2.36,1.88,3.87,76.67,7.25,13.08,60,13,20,5,46.5
12,1765,60,25,2.75,14.5,,2.5,18.5,72.5,14.59,2.21,1.97,3.77,73.33,7,12.17,68.75,13.5,17.75,5.79,47
1,1766,57.5,24,3,14,,2,19,68.75,14.69,2.07,2.07,3.64,70,6.75,11.25,64.63,12,15.5,5.13,47.5
2,1766,55,23,3,15,,2.17,19,65,14.79,1.92,2.16,3.64,66.66,6.5,10.33,60.5,10.5,15.5,5.13,48
3,1766,52.5,22,3.25,14,,1.92,17,61.25,14.9,1.78,2.25,3,63.33,6.25,9.42,57.5,12.25,16.25,5.75,46.5
4,1766,50,21,2.75,14,,1.83,15,65,15,1.25,2.18,3,60,6,8.5,60,11,17,5.75,45
5,1766,55,22,3.5,14.25,,2.17,16,72.5,17.5,1.33,2.11,2.83,60,6,9,50,12,21,6.25,50
6,1766,55,22,3.5,14.4,,2.03,16,85,17.13,1.5,2.04,2.83,60,6.88,9,54.97,11.5,21,6.25,50
7,1766,60,27,4,15.88,,1.83,15,90,17,1.67,1.97,2.75,65,6.25,7.75,45,11,25.5,5.75,45
8,1766,60,22,3.5,14.5,,1.92,16,95,17.5,1.71,1.9,2.75,75,6.5,10,48,12,30,5.5,50
9,1766,57.5,25.5,3.33,15,,1.79,18,87.5,17.75,1.75,1.83,2.88,72.5,6.63,9.5,57,12.5,25,5.25,50
10,1766,55,29,3.17,14.13,,1.83,20,80,18,1.79,2,3,70,6.75,9,52.5,13,20,5,50
11,1766,55,29,3.17,16.5,,1.72,20,80,18,1.83,2,3,70,6.75,9,58.8,13,20,6.75,50
12,1766,50,28,3.33,16,,1.8,16,72.5,18,1.75,2,2.89,80,7.5,9,60,12,22,6.25,55
1,1767,50,28,3.17,16.63,,1.92,16,72.5,18,1.67,2,2.83,80,7.5,9,50,12,22,6.46,55
2,1767,54.17,28,3,17.5,,1.88,16.5,70.71,18,1.67,2,2.81,81.67,7.35,9,52.86,12,21.43,6.79,55
3,1767,55.63,28,3,16.61,,1.76,16,73.75,18,1.83,2,2.71,80,7.37,9,51.25,12,22,6.18,51.67
4,1767,55,28,3,16.21,,1.69,16,75.42,17.67,1.83,2,2.74,80,7.38,9,52.67,12,22,5.92,50
5,1767,55.71,28,3,16.67,,1.58,16.57,75.71,17.08,1.42,1.5,2.77,80,7.25,9,51,12.29,22,6.15,50
6,1767,54,28,3.04,17.3,,1.72,15.4,75.5,17,1.42,1.5,3.29,78,7.3,9,49.6,12,17.2,6.6,50
7,1767,57.33,27.29,3.13,18.36,,1.69,15.11,75.28,17.21,1.42,1.5,3.04,80,7.22,9.44,49.11,12,17.56,6.6,50
8,1767,57.43,26.75,3,16.91,,1.67,16.75,75.31,17.17,1.46,1.5,3.08,81.88,7.06,9.69,48,11.25,16.25,6.07,50
9,1767,58.5,26.2,2.64,17.2,,1.69,18.2,73.13,17.29,1.56,1.5,3.11,80,6.8,11.5,48.7,11.1,17.45,5.75,50
10,1767,54,26.5,2.65,16.58,,1.75,16.83,65.42,17.75,2,2.17,3.12,78.33,6.63,11.42,47.67,11,16.17,5.55,50
11,1767,55.25,26.88,2.89,17.59,,1.76,15.5,64.64,17.6,1.67,1.67,3.23,78.33,6.5,11.25,48.19,11.38,17.13,6.49,50
12,1767,57.22,28,2.66,18.33,,1.82,15.1,63.75,17.67,1.78,1.78,3.21,77,6.38,11.2,44.1,11.25,16.5,6.48,50
1,1768,60,27.67,2.72,17,,1.86,14.33,65,17.33,1.83,1.83,3.25,80,6.5,10.67,46.17,11,16.33,6.08,50
2,1768,53,28.5,2.88,17.13,,1.96,14.5,65,18,2,1.5,3.38,70,6.5,10.25,45.88,11.25,16.25,6.88,50
3,1768,51.43,27,2.39,17.36,,1.73,13.83,68.75,17.63,1.54,1.54,3.38,66.67,5.47,10.43,43.88,11.63,16.25,6.93,48.75
4,1768,50,27.5,2.43,17.33,,1.74,13.7,68.13,17.5,1.42,1.5,3.46,65,5.4,10.5,43.83,11.58,15.83,6.96,48.13
5,1768,50,27,2.46,17.63,,1.87,14,69.5,18,1.5,1.5,3.17,60,5,10.2,46.4,11.6,16.2,7.13,50
6,1768,49.4,27.8,2.4,17.68,,1.83,14.2,73.13,17.67,1.5,1.5,3.33,63.75,5.25,10.13,44.05,11.6,16.3,7.2,48.33
7,1768,49.25,27.75,2.59,17.85,,1.83,14.63,75.42,17.75,1.5,1.5,3.22,62.5,5.17,9.78,45.13,11.13,16.25,7.37,48.75
8,1768,49,26,2.43,16.75,,1.78,14.17,79.17,17,1.5,1.5,3.19,66.67,5.17,10,45.17,10.83,15.67,5.14,48.75
9,1768,49.8,21,2.54,16.55,,1.73,14.4,80,18,1.64,1.5,3.23,62,4.88,9.6,47.75,10.4,15.4,5.18,50
10,1768,55,23.6,2.5,15.2,,1.75,14.6,85,18,1.56,1.5,3.43,62,5,9.38,47.95,10.4,15,5.25,45
11,1768,58.33,26.2,2.7,16.17,,1.79,15.75,82,18,1.67,1.5,3.52,63.33,5,9.33,51,11.2,17,5.72,45
12,1768,53.75,26.5,2.83,16,,1.82,14,70,18,1.61,1.5,3.5,63.75,5.33,9.83,49.88,9.5,13.88,5.91,40
1,1769,57.5,25,2.81,15.67,,1.8,12.67,68.75,18,1.33,1.5,3.81,65,5.13,9.67,50.88,10,14.75,6.04,40
2,1769,50,28,2.5,15.25,,1.83,10,70,18,1.33,1.5,4,60,5,9.5,55,9,13,6,40
3,1769,53.75,26,2.56,14.83,,1.8,14,71.25,18,1.29,1.5,3.86,63.33,5.08,9.17,52.67,10,14.75,5.67,50
4,1769,50.83,26.5,2.58,14.25,,1.7,11,75,16,1.33,1.5,3.28,63.33,5.08,9.5,52.17,9.5,11.5,5.17,50
5,1769,55.63,20,2.83,14.38,,1.67,12,75,18,1.33,1.5,3.04,60,4.75,9,53.8,9.5,14,5.25,50
6,1769,53.7,20.5,2.54,14.44,,1.88,12,84.5,18,1.33,1.5,3.12,60,5,9.13,51.7,10,17.5,5.45,50
7,1769,53.67,24,2.89,15.33,,1.8,11.33,86.67,18,1.5,2.5,3.11,60,5,9.33,53.25,9.67,15.33,5.5,50
8,1769,57,27.2,3.03,15.6,,1.69,12,94,18,1.67,1.88,3,60,4.9,9.1,52.7,10,17.5,5.47,50
9,1769,65,29,3,15.5,,1.67,12,95,18,1.58,2.08,3,60,5,9,51,10,14,5.25,50
10,1769,58.33,26.33,2.97,15.25,,1.75,12,91.67,18,1.5,2.17,3.1,60,5.13,8.83,53,10,14,5.4,50
11,1769,54.64,25.57,2.91,14.79,,1.83,12.5,77.86,17.5,1.56,2.14,3.09,61.67,5.08,8.83,53.5,12.25,14.5,5.09,48.75
12,1769,52.5,27.25,2.92,15.19,,1.94,11.67,73.75,17,1.42,1.92,3.07,62.5,5.13,9,53.25,12.17,15,5.46,47.5
1,1770,50,28,3,14.5,,2,11,75,18,1.5,2,3.38,60,5,9,55,12,15,5.5,45
2,1770,55,28,2.75,14.56,,1.67,12,75,17.5,1.58,2.25,3.08,60,6,9,51.25,10,15,5.5,50
3,1770,51.67,28.25,2.92,14.83,,1.83,11.5,76.13,17.5,1.53,2.08,3.06,60,6.5,8.75,52.5,11,15,5.71,50
4,1770,50,28.5,3.13,14.66,,1.76,11,80,17,1.5,2,2.83,57.5,6.25,8.13,54,10,12,5.56,50
5,1770,50,28.33,3.47,14.75,,1.92,10,80,16.5,1.5,1.83,2.96,60,5.75,8.33,53.75,10,12,5.67,50
6,1770,55,28.5,3.75,15.5,,1.96,12,78.75,16,1.5,1.83,3.04,65,5.5,8.5,54,12,14,5.88,50
7,1770,50,29,3.75,16,,1.83,12,80,15,1.75,1.92,2.92,70,5.25,7.5,53,12,14,6,50
8,1770,55,28.5,4.29,17,,1.83,12,82.5,15,2,2,3,62.5,6,9.5,48.75,12,14,6.13,50
9,1770,50,29.33,4.5,16.5,,1.83,11,78.33,15.25,1.83,1.75,3,76.67,6.17,10,49.17,11,13,6.08,50
